彖	彑𧰨 hu
𩅄	雨鹿 yl
𩅆	雨夂 yw
𩅇	雨⻏ ye
𩅌	雨大 yd
𩅍	雨又 yy
𩅝	雨电 yd
𩅞	雨重 yv
𩅠	雨干 yg
𩅡	雨月 yo
𩅢	雨攵 yw
𩅥	雨豕 yu
𩅦	雨十 yu
𩅪	雨目 yo
𩅮	雨曰 yo
𩅰	雨斤 yj
𩅴	雨車 yi
𩅽	雨辰 yi
𩅾	雨八 yb
𩅿	雨寸 yc
𩆀	雨又 yy
𩆁	雨日 yo
𩆂	雨貝 yb
𩆆	雨目 yo
𩆎	雨田 yt
𩆑	雨夂 yw
𩆒	雨㐅 yx
𩆓	雨又 yy
𩆔	雨土 yt
𩆘	雨缶 yf
𩆝	雨心 yx
𩆟	兔而 te
𩆤	雨⺝ yo
𩆦	雨曰 yo
𩆫	雨卩 ye
𩆮	雨口 yk
𩆱	雨木 ym
𩆵	雨羊 yy
𩆶	雨𠀎 yf
𩆽	雨夕 yx
𩆿	雨又 yy
𩇎	雨土 yt
𩇏	雨韭 yj
𩇔	雨云 yy
𩇕	龶彡 fp
𩇜	龶儿 fe
𩇣	龶必 fb
𩇫	非子 fz
𩇮	非手 fu
𩇯	非巴 fb
𩇴	非分 ff
𩇵	非古 fg
𩇺	天非 tf
𩇻	非心 fx
𩈆	面巴 mb
𩈇	面丑 mi
𩈈	面丰 mf
𩈊	面尤 my
𩈋	面介 mj
𩈍	面旦 md
𩈎	面丂 mk
𩈏	面力 ml
𩈐	面未 mw
𩈔	面可 mk
𩈕	面瓜 mg
𩈖	面龴 ms
𩈗	面永 my
𩈚	面开 mk
𩈢	面心 mx
𩈣	面口 mk
𩈤	面足 mz
𩈦	面儿 me
𩈬	面㠯 ml
𩈭	面且 mq
𩈮	面口 mk
𩈯	面电 md
𩈱	宀面 bm
𩈲	面面 mm
𩈴	面日 mo
𩈶	面示 mu
𩈸	面犬 mq
𩈹	面六 ml
𩈺	面灬 mh
𩈼	面彡 mp
𩉁	面十 mu
𩉄	面灬 mh
𩉆	面面 mm
𩉋	面心 mx
𩉐	面示 mu
𩉕	丷面 bm
𩉜	革几 gj
𩉝	革丸 gw
𩉡	革介 gj
𩉢	革欠 gq
𩉥	革尹 gy
𩉧	革丰 gf
𩉫	革匕 gb
𩉬	革氏 gu
𩉯	革元 gy
𩉱	革互 gh
𩉴	革㔾 gv
𩉵	革分 gf
𩉸	革巨 gj
𩉹	革匕 gb
𩉺	革匕 gb
𩉼	革申 gu
𩉽	革弗 gf
𩉾	革甲 gj
𩉿	革句 gj
𩊀	革白 gb
𩊂	革龴 gs
𩊃	革卜 gb
𩊅	革卩 ge
𩊇	革玉 gy
𩊌	革立 gl
𩊍	革永 gy
𩊏	革口 gk
𩊑	革羊 gy
𩊓	革丂 gk
𩊔	革父 gf
𩊖	革开 gk
𩊚	革口 gk
𩊛	革㔾 gv
𩊜	革木 gm
𩊝	革日 go
𩊡	革刂 gd
𩊢	革匕 gb
𩊣	革未 gw
𩊨	革丞 gi
𩊩	革丰 gf
𩊪	革䒑 gb
𩊫	革心 gx
𩊬	革甫 gf
𩊭	革兄 gx
𩊮	革少 gu
𩊯	革束 gu
𩊰	革土 gt
𩊴	革心 gx
𩊵	革日 go
𩊶	革𣥂 gu
𩊺	革用 gy
𩊿	革日 go
𩋁	革又 gy
𩋂	革非 gf
𩋄	革又 gy
𩋅	革⺗ gx
𩋈	革㐅 gx
𩋊	革电 gd
𩋋	革戈 gg
𩋌	革勿 gw
𩋍	革兆 gv
𩋏	革心 gx
𩋒	革月 go
𩋗	革果 gg
𩋙	革口 gk
𩋜	革古 gg
𩋝	革田 gt
𩋞	革木 gm
𩋟	革夂 gw
𩋠	革面 gm
𩋡	革土 gt
𩋢	革旦 gd
𩋣	革巾 gj
𩋤	革⺝ go
𩋧	革白 gb
𩋩	革攵 gw
𩋪	革匕 gb
𩋫	革又 gy
𩋮	革寸 gc
𩋰	革寸 gc
𩋱	革車 gi
𩋵	革日 go
𩋷	革刂 gd
𩋹	革火 gh
𩋺	革口 gk
𩋽	革口 gk
𩋾	革㐄 gf
𩋿	革目 go
𩌃	革鬼 gg
𩌄	革屮 gc
𩌈	革糸 gx
𩌉	革氺 gu
𩌌	革貝 gb
𩌐	革水 gu
𩌑	革兔 gt
𩌘	革禾 gh
𩌝	革㠯 gl
𩌡	革口 gk
𩌢	革工 gg
𩌧	革大 gd
𩌨	革月 go
𩌪	革貝 gb
𩌫	革鹿 gl
𩌬	革十 gu
𩌯	革瓦 gw
𩌰	革彡 gp
𩌲	革几 gj
𩌾	革虫 gi
𩍂	⻖革 eg
𩍃	革貝 gb
𩍅	革里 gl
𩍆	革灬 gh
𩍉	革攵 gw
𩍋	革几 gj
𩍌	革寸 gc
𩍎	革⺀ gd
𩍏	革田 gt
𩍐	革䒑 gb
𩍖	革心 gx
𩍙	革口 gk
𩍚	革豕 gu
𩍝	革牛 gn
𩍥	革而 ge
𩍦	革八 gb
𩍨	革貝 gb
𩍲	革八 gb
𩍳	革夂 gw
𩍵	革貝 gb
𩍸	竹革 vg
𩍼	革皿 gm
𩍿	革寸 gc
𩎂	革灬 gh
𩎃	革又 gy
𩎉	革鹿 gl
𩎎	革朿 gu
𩎑	革火 gh
𩎒	𫝀干 wg
𩎕	𫝀及 wj
𩎖	𫝀㇇ wv
𩎗	𫝀欠 wq
𩎘	𫝀包 wb
𩎚	𫝀斥 wi
𩎛	𫝀弗 wf
𩎜	𫝀丕 wp
𩎟	𫝀末 ww
𩎤	𫝀艮 wg
𩎥	𫝀曳 wy
𩎫	𫝀木 wm
𩎰	𫝀兄 wx
𩎷	𫝀灬 wh
𩎻	𫝀非 wf
𩎼	𫝀匕 wb
𩎾	𫝀包 wb
𩏂	𫝀十 wu
𩏅	𫝀又 wy
𩏆	𫝀旦 wd
𩏇	𫝀殳 wu
𩏈	𫝀兄 wx
𩏉	亠夂 ww
𩏐	𫝀鬼 wg
𩏓	宀㐄 bf
𩏚	𫝀彐 we
𩏝	𫝀女 wn
𩏞	𫝀糸 wx
𩏟	𫝀土 wt
𩏠	𫝀䒑 wb
𩏡	𫝀貝 wb
𩏥	𫝀十 wu
𩏫	𫝀口 wk
𩏭	𫝀本 wb
𩏲	𫝀心 wx
𩏵	𫝀寸 wc
𩏺	𫝀又 wy
𩏼	韦内 wn
𩐉	口韭 kj
𩐍	艹韭 cj
𩐘	元日 yo
𩐙	立斤 lj
𩐚	立弗 lf
𩐛	立瓦 lw
𩐜	立包 lb
𩐠	立共 lg
𩐣	立光 lg
𩐤	立口 lk
𩐥	立口 lk
𩐫	立束 lu
𩐬	立火 lh
𩐭	立心 lx
𩐮	立十 lu
𩐰	立人 lr
𩐵	立貝 lb
𩐶	立口 lk
𩐻	立大 ld
𩐼	立百 lb
𩐾	立支 lv
𩑁	立爲 lw
𩑂	立虫 li
𩑃	立未 lw
𩑇	立又 ly
𩑈	立八 lb
𩑊	立人 lr
𩑍	頁⺃ yv
𩑗	幺頁 yy
𩑘	頁彡 yp
𩑙	𡈼頁 wy
𩑡	气頁 qy
𩑣	尤頁 yy
𩑥	氏頁 uy
𩑭	亻頁 ry
𩑴	幺頁 yy
𩑼	匚頁 ky
𩒙	⺧頁 ny
𩒦	臼頁 jy
𩒺	甫頁 fy
𩒼	龴頁 sy
𩓅	⺈頁 dy
𩓐	十頁 uy
𩓗	亠頁 wy
𩓥	丘頁 qy
𩓧	宀頁 by
𩓫	龹頁 jy
𩔃	爫頁 vy
𩔇	白頁 by
𩔊	頁頁 yy
𩔔	禹頁 yy
𩔗	米頁 my
𩔘	龴頁 sy
𩔥	龶頁 fy
𩔦	辶頁 zy
𩔱	丷頁 by
𩔷	艹頁 cy
𩕉	立頁 ly
𩕟	业頁 yy
𩕭	艹頁 cy
𩕲	方頁 fy
𩖉	艹頁 cy
𩖍	貝頁 by
𩖒	厂頁 iy
𩖔	頁鳥 yn
𩖛	風凡 ff
𩖝	風丿 fp
𩖠	風女 fn
𩖤	風屯 ft
𩖥	風少 fu
𩖦	風㇇ fv
𩖨	風勿 fw
𩖩	風又 fy
𩖬	夫風 ff
𩖯	風内 fn
𩖱	風水 fu
𩖴	風卩 fe
𩖵	風龴 fs
𩖷	風出 fi
𩖸	風丂 fk
𩖹	風匕 fb
𩖺	風甘 fg
𩖼	風弗 ff
𩖽	風皮 fp
𩗀	風白 fb
𩗄	風共 fg
𩗉	風木 fm
𩗊	風口 fk
𩗎	風工 fg
𩗐	風米 fm
𩗑	風工 fg
𩗒	風父 ff
𩗓	風子 fz
𩗕	風求 fq
𩗘	風毛 fm
𩗙	風斤 fj
𩗚	風攵 fw
𩗜	風㔾 fv
𩗝	風虫 fi
𩗢	風水 fu
𩗣	風束 fu
𩗤	風干 fg
𩗥	風巴 fb
𩗧	⻖風 ef
𩗪	風口 fk
𩗫	風十 fu
𩗭	風犬 fq
𩗰	風士 ft
𩗱	風斤 fj
𩗴	風𰀁 ff
𩗵	風口 fk
𩗶	風十 fu
𩗷	風电 fd
𩗼	風⺝ fo
𩗽	風亞 fy
𩗾	風入 fr
𩘀	風十 fu
𩘇	風口 fk
𩘈	風幺 fy
𩘊	風刂 fd
𩘋	風矢 fu
𩘍	亠風 wf
𩘎	風口 fk
𩘑	風央 fy
𩘘	風水 fu
𩘜	風口 fk
𩘝	風糸 fx
𩘟	風木 fm
𩘠	夕風 xf
𩘧	風寸 fc
𩘭	風丑 fi
𩘯	風寸 fc
𩘰	風百 fb
𩘱	風十 fu
𩘳	風曰 fo
𩘵	風鳥 fn
𩘹	風𣶒 fp
𩘺	風貝 fb
𩘼	風䒑 fb
𩙄	癶風 bf
𩙆	風木 fm
𩙇	風月 fo
𩙖	風止 fv
𩙘	風龍 fl
𩙙	風皿 fm
𩙚	風𣶒 fp
𩙛	風匕 fb
𩙠	風龜 fg
𩙡	風風 ff
𩙢	風豕 fu
𩙣	艹𫶧 ci
𩚂	飠⺃ uv
𩚄	飠又 uy
𩚇	𠆢廾 rc
𩚈	飠勺 uu
𩚉	飠也 uy
𩚕	飠㇇ uv
𩚖	飠丑 ui
𩚗	飠几 uj
𩚛	飠內 un
𩚣	飠日 uo
𩚥	飠巴 ub
𩚪	飠示 uu
𩚫	飠正 uv
𩚬	飠乙 uv
𩚭	飠寸 uc
𩚮	飠乏 uf
𩚯	飠匕 ub
𩚲	飠甲 uj
𩚵	飠甘 ug
𩚹	飠龴 us
𩛅	飠女 un
𩛇	飠白 ub
𩛋	飠山 uu
𩛌	飠女 un
𩛎	飠口 uk
𩛏	飠女 un
𩛑	飠支 uv
𩛘	飠共 ug
𩛞	飠子 uz
𩛟	飠儿 ue
𩛠	飠人 ur
𩛡	飠良 ul
𩛦	飠王 uw
𩛧	飠干 ug
𩛩	飠人 ur
𩛪	飠乙 uv
𩛭	飠⺝ uo
𩛲	飠亡 uw
𩛵	飠力 ul
𩛶	飠古 ug
𩛹	飠土 ut
𩛻	尸艮 ug
𩛼	飠⺢ uu
𩜀	飠士 ut
𩜃	飠八 ub
𩜇	飠㔾 uv
𩜊	飠田 ut
𩜌	飠㔾 uv
𩜍	飠東 ud
𩜒	乃艮 ng
𩜖	飠小 ux
𩜟	飠卩 ue
𩜣	飠未 uw
𩜦	飠龰 uz
𩜧	飠几 uj
𩜭	飠斗 ud
𩜱	飠八 ub
𩜲	飠夂 uw
𩜳	飠力 ul
𩜵	飠而 ue
𩜶	飠刂 ud
𩜷	飠木 um
𩜺	飠口 uk
𩜽	飠彡 up
𩝈	飠口 uk
𩝊	飠龰 uz
𩝐	飠幺 uy
𩝔	飠⺝ uo
𩝗	飠頁 uy
𩝚	飠虫 ui
𩝛	飠口 uk
𩝝	飠口 uk
𩝞	飠口 uk
𩝠	飠犬 uq
𩝥	飠糸 ux
𩝷	飠灬 uh
𩝸	飠兔 ut
𩝽	飠虫 ui
𩝾	飠口 uk
𩞀	飠彡 up
𩞄	飠曰 uo
𩞆	飠龰 uz
𩞈	飠豕 uu
𩞉	飠示 uu
𩞊	飠旡 uw
𩞋	飠月 uo
𩞙	飠車 ui
𩞥	飠攵 uw
𩞦	飠手 uu
𩞧	飠𧰨 uu
𩞩	飠八 ub
𩞬	飠䒑 ub
𩞶	飠夫 uf
𩞾	飠虫 ui
𩞿	飠心 ux
𩟂	飠口 uk
𩟃	飠龴 us
𩟇	飠大 ud
𩟈	飠田 ut
𩟊	飠辰 ui
𩟋	飠口 uk
𩟐	飠羊 uy
𩟑	飠介 uj
𩟔	飠示 uu
𩟕	飠寸 uc
𩟗	氵艮 dg
𩟞	飠夕 ux
𩟟	飠皿 um
𩟠	飠幺 uy
𩟦	飠戈 ug
𩟧	飠木 um
𩟫	飠酉 uy
𩟭	飠龍 ul
𩟰	飠木 um
𩟺	飠皿 um
𩠑	丁自 dz
𩠚	丷人 br
𩠟	丷丨 bl
𩠦	⺌自 xz
𩠮	丷又 by
𩠯	丷𦣞 bi
𩠹	𠃊自 vz
𩠻	禾㇇ hv
𩠽	禾木 hm
𩠿	禾末 hw
𩡃	禾申 hu
𩡄	禾禾 hh
𩡌	禾日 ho
𩡎	禾幺 hy
𩡓	禾习 hx
𩡔	禾口 hk
𩡟	禾氺 hu
𩡣	禾夂 hw
𩡦	禾木 hm
𩡩	馬八 mb
𩡯	馬丁 md
𩡷	犬馬 qm
𩡺	馬介 mj
𩡾	馬少 mu
𩢄	馬元 my
𩢅	馬戈 mg
𩢊	馬力 ml
𩢌	文馬 wm
𩢍	馬瓜 mg
𩢎	馬出 mi
𩢐	馬乍 mv
𩢒	馬力 ml
𩢔	馬半 mb
𩢕	馬本 mb
𩢖	馬末 mw
𩢘	馬口 mk
𩢡	馬冉 mr
𩢨	馬甘 mg
𩢪	馬古 mg
𩢯	馬𫶧 mi
𩢰	馬犬 mq
𩢱	馬口 mk
𩢳	习馬 xm
𩢴	馬口 mk
𩢵	馬七 mq
𩢶	馬乀 mn
𩢷	馬百 mb
𩢸	馬舟 mv
𩢹	馬臼 mj
𩢼	馬王 mw
𩢿	馬缶 mf
𩣖	馬口 mk
𩣚	馬口 mk
𩣜	馬𦈢 mv
𩣝	馬𣥂 mu
𩣞	馬及 mj
𩣡	馬子 mz
𩣣	我馬 wm
𩣩	馬斤 mj
𩣫	馬刂 md
𩣮	馬兔 mt
𩣲	馬八 mb
𩣳	馬東 md
𩣴	馬去 mq
𩣵	馬㔾 mv
𩣶	日馬 om
𩣷	千馬 qm
𩣺	馬廾 mc
𩣼	馬工 mg
𩤈	馬日 mo
𩤉	馬𠤎 mb
𩤊	馬戈 mg
𩤏	馬十 mu
𩤒	馬且 mq
𩤖	馬儿 me
𩤗	馬毛 mm
𩤙	馬丁 md
𩤚	馬而 me
𩤜	馬日 mo
𩤞	馬木 mm
𩤠	馬白 mb
𩤣	馬殳 mu
𩤤	面馬 mm
𩤥	馬口 mk
𩤲	馬刂 md
𩤸	馬⺝ mo
𩤹	馬日 mo
𩤽	馬几 mj
𩤿	馬又 my
𩥁	馬口 mk
𩥂	馬日 mo
𩥄	馬八 mb
𩥅	馬臼 mj
𩥉	馬䒑 mb
𩥊	亠馬 wm
𩥋	馬馬 mm
𩥌	馬口 mk
𩥐	馬巾 mj
𩥘	馬攵 mw
𩥫	馬臼 mj
𩥭	馬魚 my
𩥲	馬夫 mf
𩥴	馬牛 mn
𩥽	馬朩 mm
𩥿	馬百 mb
𩦂	馬月 mo
𩦇	馬口 mk
𩦊	馬⺀ md
𩦋	馬人 mr
𩦎	馬文 mw
𩦐	馬口 mk
𩦠	馬刂 md
𩦤	馬耳 me
𩦱	馬日 mo
𩦹	馬皿 mm
𩦺	馬豕 mu
𩧃	馬丶 md
𩧄	馬貝 mb
𩧅	馬大 md
𩧇	馬示 mu
𩧈	馬貝 mb
𩧉	馬八 mb
𩧋	馬氺 mu
𩧐	馬木 mm
𩧓	馬𣶒 mp
𩧜	馬寸 mc
𩧬	马冉 mr
𩨑	冎丁 gd
𩨒	冎几 gj
𩨓	冎卜 gb
𩨔	九⺼ jo
𩨘	冎乙 gv
𩨙	冎弓 gg
𩨚	冎女 gn
𩨜	冎巴 gb
𩨝	冎支 gv
𩨞	冎及 gj
𩨠	冎牙 gy
𩨡	冎少 gu
𩨨	冎匕 gb
𩨩	冎又 gy
𩨫	冎尹 gy
𩨬	冎玄 gx
𩨭	冎匕 gb
𩨯	冎斥 gi
𩨲	冎必 gb
𩨴	冎丂 gk
𩨷	冎匕 gb
𩨸	冎出 gi
𩨹	冎甲 gj
𩨻	冎主 gv
𩨾	冎㔾 gv
𩩀	冎山 gu
𩩅	冎口 gk
𩩌	冎糸 gx
𩩑	冎口 gk
𩩒	冎豕 gu
𩩔	冎足 gz
𩩗	冎古 gg
𩩘	方⺼ fo
𩩛	冎可 gk
𩩝	冎工 gg
𩩞	冎士 gt
𩩟	冎又 gy
𩩠	冎十 gu
𩩢	冎儿 ge
𩩤	冎亞 gy
𩩥	冎木 gm
𩩧	冎火 gh
𩩮	冎又 gy
𩩯	冎卄 gc
𩩰	冎白 gb
𩩱	冎又 gy
𩩲	冎人 gr
𩩳	冎重 gv
𩩴	冎口 gk
𩩶	冎艮 gg
𩩺	冎水 gu
𩩻	冎目 go
𩪀	冎㠯 gl
𩪁	冎鬼 gg
𩪂	冎䒑 gb
𩪃	冎口 gk
𩪉	冎鹿 gl
𩪊	冎示 gu
𩪌	冎丰 gf
𩪍	冎口 gk
𩪎	冎廾 gc
𩪖	冎𰀁 gf
𩪗	冎欠 gq
𩪘	冎里 gl
𩪢	冎欠 gq
𩪣	冎心 gx
𩪤	冎未 gw
𩪥	冎龴 gs
𩪮	冎幺 gy
𩪱	冎灬 gh
𩪴	冎艮 gg
𩪸	冎止 gv
𩪺	冎云 gy
𩫁	亠毛 wm
𩫂	亠乚 wv
𩫇	不口 bk
𩫊	亠土 wt
𩫍	亠生 wu
𩫏	亠十 wu
𩫓	亠匕 wb
𩫕	亠豕 wu
𩫦	亠彡 wp
𩫲	亠虫 wi
𩫴	E九 ej
𩫹	E巾 ej
𩫺	E山 eu
𩬀	E內 en
𩬍	E毋 em
𩬏	E⺝ eo
𩬑	E占 ev
𩬔	E龴 es
𩬗	E力 el
𩬙	E寸 ec
𩬚	E甘 eg
𩬛	E几 ej
𩬜	E九 ej
𩬝	E内 en
𩬞	E目 eo
𩬟	E乍 ev
𩬠	E口 ek
𩬫	E只 ev
𩬭	E夫 ef
𩬮	E用 ey
𩬰	E十 eu
𩬱	E兆 ev
𩬲	E曳 ey
𩬳	E肉 er
𩬵	E卩 ee
𩬷	E山 eu
𩬹	E王 ew
𩬺	E日 eo
𩬻	E木 em
𩬼	E夊 ew
𩬽	E木 em
𩭇	E里 el
𩭊	E口 ek
𩭋	E木 em
𩭌	E人 er
𩭏	E女 en
𩭐	E豕 eu
𩭑	E赤 ei
𩭒	E丿 ep
𩭓	E酉 ey
𩭘	E才 ec
𩭝	E我 ew
𩭟	E十 eu
𩭡	E日 eo
𩭢	E干 eg
𩭦	E士 et
𩭧	E十 eu
𩭩	E東 ed
𩭫	E入 er
𩭯	E亞 ey
𩭲	E勺 eu
𩭳	E心 ex
𩭷	E來 el
𩭼	E木 em
𩭽	E口 ek
𩭾	E攵 ew
𩭿	E⺝ eo
𩮁	E木 em
𩮂	E人 er
𩮎	E旦 ed
𩮏	E口 ek
𩮑	E口 ek
𩮖	E䒑 eb
𩮘	E口 ek
𩮚	E虫 ei
𩮛	E糸 ex
𩮜	E刂 ed
𩮝	E口 ek
𩮟	E人 er
𩮠	E谷 eg
𩮫	E殳 eu
𩮬	E习 ex
𩮯	E攵 ew
𩮱	E臼 ej
𩮳	E示 eu
𩮷	E儿 ee
𩮸	E攵 ew
𩮹	E糸 ex
𩯃	E貝 eb
𩯄	E寸 ec
𩯆	E兀 ew
𩯇	E䒑 eb
𩯉	E又 ey
𩯋	E戈 eg
𩯌	E殳 eu
𩯎	E皿 em
𩯘	E口 ek
𩯛	E攵 ew
𩯜	E力 el
𩯞	E米 em
𩯨	E八 eb
𩯰	E戈 eg
𩯱	E氺 eu
𩯺	E止 ev
𩯽	E貝 eb
𩰀	E龍 el
𩰍	鬥卜 mb
𩰎	鬥戈 mg
𩰓	鬥巳 ms
𩰗	鬥貝 mb
𩰞	鬥八 mb
𩰟	鬥火 mh
𩰢	凵吏 kl
𩰨	爫寸 vc
𩰭	鬲戈 gg
𩰯	鬲古 gg
𩰳	鬲土 gt
𩰴	鬲而 ge
𩰵	鬲旦 gd
𩰶	鬲人 gr
𩰻	鬲求 gq
𩰽	卄夂 cw
𩰾	氵鬲 dg
𩱀	艹丨 cl
𩱃	鬲聿 gy
𩱇	鬲鬲 gg
𩱈	鬲屮 gc
𩱋	𦍌鬲 yg
𩱍	弓古 gg
𩱏	龶鬲 fg
𩱓	弓耳 ge
𩱘	鬲衣 gy
𩱝	鬲求 gq
𩱧	弓灬 gh
𩱻	鬼卜 gb
𩲁	鬼夕 gx
𩲃	鬼勺 gu
𩲅	鬼寸 gc
𩲈	鬼山 gu
𩲊	鬼毛 gm
𩲌	方鬼 fg
𩲍	鬼牛 gn
𩲎	鬼少 gu
𩲠	鬼方 gf
𩲡	示鬼 ug
𩲢	鬼皮 gp
𩲤	鬼口 gk
𩲦	鬼占 gv
𩲩	鬼龴 gs
𩲪	鬼小 gx
𩲬	鬼勿 gw
𩲱	鬼古 gg
𩲲	鬼且 gq
𩲴	鬼央 gy
𩲵	鬼生 gu
𩲷	鬼禾 gh
𩲻	鬼父 gf
𩳅	鬼未 gw
𩳆	鬼耒 gl
𩳌	鬼口 gk
𩳎	鬼子 gz
𩳐	鬼甫 gf
𩳒	鬼束 gu
𩳓	鬼里 gl
𩳕	鬼女 gn
𩳢	鬼电 gd
𩳣	鬼可 gk
𩳤	鬼長 gi
𩳨	鬼寸 gc
𩳯	鬼毛 gm
𩳲	鬼夕 gx
𩳸	鬼田 gt
𩴀	鬼日 go
𩴁	鬼口 gk
𩴂	鬼重 gv
𩴃	鬼心 gx
𩴇	鬼殳 gu
𩴉	鬼貝 gb
𩴍	鬼又 gy
𩴐	鬼十 gu
𩴑	鬼彡 gp
𩴓	鬼天 gt
𩴘	鬼几 gj
𩴙	鬼木 gm
𩴜	鬼共 gg
𩴝	鬼䒑 gb
𩴞	鬼爲 gw
𩴟	大鬼 dg
𩴧	鬼灬 gh
𩴩	鬼火 gh
𩴳	鬼示 gu
𩴵	鬼皿 gm
𩵉	鬼夂 gw
𩵍	魚九 yj
𩵎	魚又 yy
𩵓	魚力 yl
𩵕	魚刃 yr
𩵖	魚小 yx
𩵗	魚巳 ys
𩵚	魚土 yt
𩵠	魚牛 yn
𩵢	魚欠 yq
𩵣	魚不 yb
𩵥	魚犬 yq
𩵦	魚木 ym
𩵩	魚夫 yf
𩵬	魚斗 yd
𩵭	魚王 yw
𩵮	少魚 uy
𩵰	魚火 yh
𩵱	魚午 yw
𩵹	魚父 yf
𩶁	魚内 yn
𩶅	魚氐 yu
𩶇	魚矢 yu
𩶈	魚乎 yh
𩶉	魚巾 yj
𩶎	魚冉 yr
𩶖	魚目 yo
𩶘	魚立 yl
𩶛	魚口 yk
𩶞	魚凡 yf
𩶡	魚𫶧 yi
𩶢	魚牛 yn
𩶣	魚舟 yv
𩶤	魚儿 ye
𩶥	魚虫 yi
𩶦	魚土 yt
𩶧	魚臼 yj
𩶩	魚肉 yr
𩶫	魚皿 ym
𩶱	魚七 yq
𩷁	魚巴 yb
𩷋	魚乚 yv
𩷌	魚木 ym
𩷍	魚殳 yu
𩷎	魚火 yh
𩷐	魚口 yk
𩷓	魚心 yx
𩷕	魚良 yl
𩷖	魚𣥂 yu
𩷗	魚王 yw
𩷘	魚及 yj
𩷚	魚子 yz
𩷧	魚赤 yi
𩷭	魚丰 yf
𩷰	魚十 yu
𩷵	魚口 yk
𩷶	魚亡 yw
𩷸	魚方 yf
𩷹	魚十 yu
𩷻	魚力 yl
𩷾	魚⻏ ye
𩸀	魚月 yo
𩸂	魚心 yx
𩸃	魚兔 yt
𩸄	魚果 yg
𩸇	亞魚 yy
𩸋	魚亞 yy
𩸎	魚龰 yz
𩸐	魚乚 yv
𩸖	亞魚 yy
𩸞	魚可 yk
𩸟	魚儿 ye
𩸥	魚火 yh
𩸦	魚匕 yb
𩸧	氵魚 dy
𩸨	魚且 yq
𩸾	魚⻏ ye
𩹀	魚天 yt
𩹂	魚⺝ yo
𩹄	魚人 yr
𩹅	魚央 yy
𩹇	魚丁 yd
𩹈	魚攵 yw
𩹉	魚飛 yf
𩹍	魚天 yt
𩹎	魚日 yo
𩹏	魚犬 yq
𩹑	魚虫 yi
𩹞	魚干 yg
𩹟	魚示 yu
𩹢	魚口 yk
𩹥	魚風 yf
𩹱	魚田 yt
𩹴	魚臼 yj
𩹶	魚口 yk
𩹷	魚鬼 yg
𩹸	魚貝 yb
𩹺	魚鬲 yg
𩹾	魚内 yn
𩹿	魚口 yk
𩺛	魚几 yj
𩺝	魚屰 yn
𩺞	魚木 ym
𩺫	魚乃 yn
𩺰	魚魚 yy
𩺱	魚口 yk
𩺼	魚甫 yf
𩻋	魚𢎨 yd
𩻌	魚木 ym
𩻎	魚人 yr
𩻖	魚女 yn
𩻗	魚⻏ ye
𩻘	魚月 yo
𩻚	魚灬 yh
𩻟	魚爲 yw
𩻡	魚里 yl
𩻤	魚灬 yh
𩻧	魚果 yg
𩻱	魚小 yx
𩻷	月魚 oy
𩻼	魚匕 yb
𩼅	魚辰 yi
𩼈	魚大 yd
𩼉	魚田 yt
𩼋	魚未 yw
𩼌	魚几 yj
𩼒	魚口 yk
𩼙	魚人 yr
𩼚	魚卩 ye
𩼨	魚疋 yz
𩼫	𦍌日 yo
𩼴	厂魚 iy
𩼼	魚土 yt
𩽆	魚貝 yb
𩽇	魚夂 yw
𩽍	魚韭 yj
𩽎	魚貝 yb
𩽏	魚止 yv
𩽛	魚寸 yc
𩽜	魚足 yz
𩽡	魚手 yu
𩽧	魚又 yy
𩽳	魚灬 yh
𩽴	魚攵 yw
𩽵	魚虫 yi
𩽷	魚月 yo
𩾒	鳥了 nl
𩾓	鳥卩 ne
𩾝	鳥干 ng
𩾡	鳥勺 nu
𩾢	弋鳥 yn
𩾧	鳥川 ni
𩾬	鳥工 ng
𩾶	鳥及 nj
𩾻	气鳥 qn
𩾽	鳥心 nx
𩿄	爿鳥 pn
𩿉	鳥分 nf
𩿊	月鳥 on
𩿓	鳥牛 nn
𩿛	犬鳥 qn
𩿡	鳥口 nk
𩿥	⺈鳥 dn
𪀁	鳥口 nk
𪀉	可鳥 kn
𪀊	鳥句 nj
𪀏	鳥巨 nj
𪀒	鳥土 nt
𪀓	鳥夕 nx
𪀔	鳥寸 nc
𪀠	鳥日 no
𪀣	㐅鳥 xn
𪀦	弋鳥 yn
𪀧	老鳥 ln
𪀪	亻鳥 rn
𪀺	鳥女 nn
𪀽	勹鳥 bn
𪁉	鳥父 nf
𪁐	禾鳥 hn
𪁖	求鳥 qn
𪁩	鳥𢎨 nd
𪁱	广鳥 gn
𪁸	鳥乚 nv
𪁹	鳥非 nf
𪂀	鳥斤 nj
𪂆	氏鳥 un
𪂋	鳥巾 nj
𪂴	鳥⺝ no
𪂵	戈鳥 gn
𪂾	飠鳥 un
𪃆	鳥天 nt
𪃐	鳥少 nu
𪃨	山鳥 un
𪄈	鳥禾 nh
𪄛	鳥心 nx
𪄝	鳥灬 nh
𪄷	覀鳥 xn
𪄺	鳥又 ny
𪄻	鳥臼 nj
𪅄	亠鳥 wn
𪅍	氵鳥 dn
𪅙	束鳥 un
𪅝	鳥鳥 nn
𪅟	鳥月 no
𪅰	𠆢鳥 rn
𪅴	亞鳥 yn
𪅸	丰鳥 fn
𪅹	鳥人 nr
